mouse,Region ID,mpi,side,parent,daughter,genotype,treatment,sex,marker,Total Pathology % Area ,Inclusion Pathology % Area,Neurite Pathology % Area,Inclusion Count per mm^2 (log10)
IM 72,"c(625, 1026, 945, 854, 577, 450)",3,right,SSp-ul,"c(""SSp-ul5"", ""SSp-ul6b"", ""SSp-ul6a"", ""SSp-ul2/3"", ""SSp-ul4"", ""SSp-ul1"")",WT,mPFF,M,pSyn,0.108640089,0.018317964,0.090322125,7.987896282
IM 98,"c(625, 577, 945, 450, 1026)",3,right,SSp-ul,"c(""SSp-ul5"", ""SSp-ul4"", ""SSp-ul6a"", ""SSp-ul1"", ""SSp-ul6b"")",WT,mPFF,M,pSyn,0.145465521,0.070034295,0.075431223,10.54480109
IM 99,"c(450, 854, 945, 1026)",3,right,SSp-ul,"c(""SSp-ul1"", ""SSp-ul2/3"", ""SSp-ul6a"", ""SSp-ul6b"")",WT,mPFF,M,pSyn,0.037219128,0,0.037219128,0
IM 100,"c(182305713, 182305705, 182305709)",3,right,SSp-un,"c(""SSp-un6b"", ""SSp-un5"", ""SSp-un6a"")",WT,mPFF,M,pSyn,0.027902709,0,0.027902709,0
IM 101,"c(182305697, 182305705, 182305701, 182305693, 182305709, 182305713)",3,right,SSp-un,"c(""SSp-un2/3"", ""SSp-un5"", ""SSp-un4"", ""SSp-un1"", ""SSp-un6a"", ""SSp-un6b"")",WT,mPFF,F,pSyn,0.128160395,0.030682602,0.097477791,10.99287159
IM 102,"c(182305705, 182305713, 182305709)",3,right,SSp-un,"c(""SSp-un5"", ""SSp-un6b"", ""SSp-un6a"")",WT,mPFF,F,pSyn,0.166750564,0.06730658,0.099443982,12.73609747
IM 103,"c(182305701, 182305709, 182305697, 182305713, 182305705)",3,right,SSp-un,"c(""SSp-un4"", ""SSp-un6a"", ""SSp-un2/3"", ""SSp-un6b"", ""SSp-un5"")",WT,mPFF,F,pSyn,0.032156593,0,0.032156593,0
IM 104,"c(182305701, 182305705, 182305713, 182305709)",3,right,SSp-un,"c(""SSp-un4"", ""SSp-un5"", ""SSp-un6b"", ""SSp-un6a"")",WT,mPFF,F,pSyn,0.20386942,0.034607054,0.169262365,10.93062027
IM 66,"c(182305697, 182305705, 182305709, 182305693, 182305713, 182305701)",3,right,SSp-un,"c(""SSp-un2/3"", ""SSp-un5"", ""SSp-un6a"", ""SSp-un1"", ""SSp-un6b"", ""SSp-un4"")",WT,mPFF,F,pSyn,0.074453334,0.004092293,0.070361041,5.545450832
IM 67,"c(182305701, 182305705, 182305697, 182305709, 182305713, 182305693)",3,right,SSp-un,"c(""SSp-un4"", ""SSp-un5"", ""SSp-un2/3"", ""SSp-un6a"", ""SSp-un6b"", ""SSp-un1"")",WT,mPFF,F,pSyn,0.148095839,0.052761044,0.095334795,12.77455297
IM 69,"c(182305693, 182305697, 182305709, 182305705, 182305701, 182305713)",3,right,SSp-un,"c(""SSp-un1"", ""SSp-un2/3"", ""SSp-un6a"", ""SSp-un5"", ""SSp-un4"", ""SSp-un6b"")",WT,mPFF,M,pSyn,0.193900682,0.081615624,0.112285058,17.8196875
IM 71,"c(182305705, 182305709, 182305697, 182305701, 182305713)",3,right,SSp-un,"c(""SSp-un5"", ""SSp-un6a"", ""SSp-un2/3"", ""SSp-un4"", ""SSp-un6b"")",WT,mPFF,M,pSyn,0.045891827,0,0.045891827,0
IM 72,"c(182305709, 182305713, 182305697, 182305693, 182305705, 182305701)",3,right,SSp-un,"c(""SSp-un6a"", ""SSp-un6b"", ""SSp-un2/3"", ""SSp-un1"", ""SSp-un5"", ""SSp-un4"")",WT,mPFF,M,pSyn,0.071007204,0,0.071007204,0
IM 98,"c(182305697, 182305709, 182305701, 182305713, 182305705)",3,right,SSp-un,"c(""SSp-un2/3"", ""SSp-un6a"", ""SSp-un4"", ""SSp-un6b"", ""SSp-un5"")",WT,mPFF,M,pSyn,0.137805826,0.098654094,0.039151727,17.35815406
IM 99,"c(182305709, 182305705, 182305713)",3,right,SSp-un,"c(""SSp-un6a"", ""SSp-un5"", ""SSp-un6b"")",WT,mPFF,M,pSyn,0.074004438,0,0.074004438,0
IM 100,"c(1090, 873, 893, 806, 862, 1035)",3,right,SSs,"c(""SSs5"", ""SSs1"", ""SSs6b"", ""SSs2/3"", ""SSs6a"", ""SSs4"")",WT,mPFF,M,pSyn,0.287842749,0.049768715,0.238074033,13.34478546
IM 101,"c(862, 806, 1090, 893, 873, 1035)",3,right,SSs,"c(""SSs6a"", ""SSs2/3"", ""SSs5"", ""SSs6b"", ""SSs1"", ""SSs4"")",WT,mPFF,F,pSyn,0.296419246,0.105959692,0.190459548,22.65923937
IM 102,"c(1090, 806, 873, 862, 893, 1035)",3,right,SSs,"c(""SSs5"", ""SSs2/3"", ""SSs1"", ""SSs6a"", ""SSs6b"", ""SSs4"")",WT,mPFF,F,pSyn,0.263570433,0.0653266,0.198243831,13.22373005
IM 103,"c(873, 893, 806, 862, 1035, 1090)",3,right,SSs,"c(""SSs1"", ""SSs6b"", ""SSs2/3"", ""SSs6a"", ""SSs4"", ""SSs5"")",WT,mPFF,F,pSyn,4.70E-02,0.016829209,0.030142329,2.60271002
IM 104,"c(806, 1090, 1035, 873, 862, 893)",3,right,SSs,"c(""SSs2/3"", ""SSs5"", ""SSs4"", ""SSs1"", ""SSs6a"", ""SSs6b"")",WT,mPFF,F,pSyn,0.197802981,0.042721705,0.155081276,11.91705953
IM 66,"c(862, 1090, 1035, 893, 806, 873)",3,right,SSs,"c(""SSs6a"", ""SSs5"", ""SSs4"", ""SSs6b"", ""SSs2/3"", ""SSs1"")",WT,mPFF,F,pSyn,0.100517023,0.024634956,0.075882067,6.62616396
IM 67,"c(1090, 1035, 893, 873, 862, 806)",3,right,SSs,"c(""SSs5"", ""SSs4"", ""SSs6b"", ""SSs1"", ""SSs6a"", ""SSs2/3"")",WT,mPFF,F,pSyn,0.166978244,0.040004095,0.126974149,8.789180787
IM 69,"c(873, 1090, 862, 893, 806, 1035)",3,right,SSs,"c(""SSs1"", ""SSs5"", ""SSs6a"", ""SSs6b"", ""SSs2/3"", ""SSs4"")",WT,mPFF,M,pSyn,0.156651434,0.03648166,0.120169774,9.660590513
IM 71,"c(862, 1090, 806, 1035, 893, 873)",3,right,SSs,"c(""SSs6a"", ""SSs5"", ""SSs2/3"", ""SSs4"", ""SSs6b"", ""SSs1"")",WT,mPFF,M,pSyn,0.08594622,0.016419872,0.069526348,3.63154085
IM 72,"c(1090, 873, 1035, 806, 893, 862)",3,right,SSs,"c(""SSs5"", ""SSs1"", ""SSs4"", ""SSs2/3"", ""SSs6b"", ""SSs6a"")",WT,mPFF,M,pSyn,0.16558971,0.048691386,0.116898324,8.774889504
IM 98,"c(873, 862, 806, 893, 1035, 1090)",3,right,SSs,"c(""SSs1"", ""SSs6a"", ""SSs2/3"", ""SSs6b"", ""SSs4"", ""SSs5"")",WT,mPFF,M,pSyn,0.156310339,0.030167162,0.126143175,5.912113734
IM 99,"c(806, 1090, 1035, 893, 862, 873)",3,right,SSs,"c(""SSs2/3"", ""SSs5"", ""SSs4"", ""SSs6b"", ""SSs6a"", ""SSs1"")",WT,mPFF,M,pSyn,0.246244391,0.064781958,0.181462431,15.13968979
IM 100,301,3,right,st,st,WT,mPFF,M,pSyn,0.058769436,0,0.058769436,0
IM 101,301,3,right,st,st,WT,mPFF,F,pSyn,0.083724128,0,0.083724128,0
IM 102,301,3,right,st,st,WT,mPFF,F,pSyn,0.032413326,0,0.032413326,0
IM 103,301,3,right,st,st,WT,mPFF,F,pSyn,0.081012316,0,0.081012316,0
IM 104,301,3,right,st,st,WT,mPFF,F,pSyn,0.071878227,0,0.071878227,0
IM 66,301,3,right,st,st,WT,mPFF,F,pSyn,0.058835666,0,0.058835666,0
IM 67,301,3,right,st,st,WT,mPFF,F,pSyn,0.002642956,0,0.002642956,0
IM 69,301,3,right,st,st,WT,mPFF,M,pSyn,0.036301855,0,0.036301855,0
IM 71,301,3,right,st,st,WT,mPFF,M,pSyn,0.018365658,0,0.018365658,0
IM 72,301,3,right,st,st,WT,mPFF,M,pSyn,0.101000333,0.018613947,0.082386387,5.50657963
IM 98,301,3,right,st,st,WT,mPFF,M,pSyn,0.006708916,0,0.006708916,0
IM 99,301,3,right,st,st,WT,mPFF,M,pSyn,0.029108055,0,0.029108055,0
IM 100,484682528,3,right,stc,stc,WT,mPFF,M,pSyn,0.130797268,0,0.130797268,0
IM 101,484682528,3,right,stc,stc,WT,mPFF,F,pSyn,0.001082809,0,0.001082809,0
IM 102,484682528,3,right,stc,stc,WT,mPFF,F,pSyn,0.481687499,0.341150607,0.140536884,90.13238207
IM 103,484682528,3,right,stc,stc,WT,mPFF,F,pSyn,0.114486595,0,0.114486595,0
IM 104,484682528,3,right,stc,stc,WT,mPFF,F,pSyn,0.000919106,0,0.000919106,0
IM 66,484682528,3,right,stc,stc,WT,mPFF,F,pSyn,0.033035817,0,0.033035817,0
IM 67,484682528,3,right,stc,stc,WT,mPFF,F,pSyn,0.011014746,0,0.011014746,0
IM 69,484682528,3,right,stc,stc,WT,mPFF,M,pSyn,0.112075574,0.057905713,0.054169861,0
IM 71,484682528,3,right,stc,stc,WT,mPFF,M,pSyn,0,0,0,0
IM 72,484682528,3,right,stc,stc,WT,mPFF,M,pSyn,0.0033175,0,0.0033175,0
IM 98,484682528,3,right,stc,stc,WT,mPFF,M,pSyn,0.115292104,0,0.115292104,0
IM 99,484682528,3,right,stc,stc,WT,mPFF,M,pSyn,0,0,0,0
IM 101,470,3,right,STN,STN,WT,mPFF,F,pSyn,0.000434772,0,0.000434772,0
IM 102,470,3,right,STN,STN,WT,mPFF,F,pSyn,0.000916375,0,0.000916375,0
IM 103,470,3,right,STN,STN,WT,mPFF,F,pSyn,0.000197464,0,0.000197464,0
IM 104,470,3,right,STN,STN,WT,mPFF,F,pSyn,0.009329404,0,0.009329404,0
IM 66,470,3,right,STN,STN,WT,mPFF,F,pSyn,0.000212732,0,0.000212732,0
IM 67,470,3,right,STN,STN,WT,mPFF,F,pSyn,0,0,0,0
IM 69,470,3,right,STN,STN,WT,mPFF,M,pSyn,0.001470544,0,0.001470544,0
IM 71,470,3,right,STN,STN,WT,mPFF,M,pSyn,0.001540298,0,0.001540298,0
IM 72,470,3,right,STN,STN,WT,mPFF,M,pSyn,0.003364563,0,0.003364563,0
IM 98,470,3,right,STN,STN,WT,mPFF,M,pSyn,0.01894741,0,0.01894741,0
IM 99,470,3,right,STN,STN,WT,mPFF,M,pSyn,0.001432683,0,0.001432683,0
IM 100,477,3,right,STR,STR,WT,mPFF,M,pSyn,0.051247122,0,0.051247122,0
IM 101,477,3,right,STR,STR,WT,mPFF,F,pSyn,0.052030456,0.039135081,0.012895373,6.286752245
IM 102,477,3,right,STR,STR,WT,mPFF,F,pSyn,0.021604351,0,0.021604351,0
IM 103,477,3,right,STR,STR,WT,mPFF,F,pSyn,0.03906887,0,0.03906887,0
IM 104,477,3,right,STR,STR,WT,mPFF,F,pSyn,0.015065883,0,0.015065883,0
IM 66,477,3,right,STR,STR,WT,mPFF,F,pSyn,0.034100177,0.013310793,0.020789384,2.344484371
IM 67,477,3,right,STR,STR,WT,mPFF,F,pSyn,0.015689958,0,0.015689958,0
IM 69,477,3,right,STR,STR,WT,mPFF,M,pSyn,0.057752859,0.006691822,0.051061037,5.566533532
IM 71,477,3,right,STR,STR,WT,mPFF,M,pSyn,0.03082768,0.021703683,0.009123998,2.088723768
IM 72,477,3,right,STR,STR,WT,mPFF,M,pSyn,0.056008194,0.009611898,0.046396297,9.073627083
IM 98,477,3,right,STR,STR,WT,mPFF,M,pSyn,0.105260536,0.026728311,0.078532226,6.856808452
IM 99,477,3,right,STR,STR,WT,mPFF,M,pSyn,0.022706734,0,0.022706734,0
IM 100,614454277,3,right,Su3,Su3,WT,mPFF,M,pSyn,0,0,0,0
IM 101,614454277,3,right,Su3,Su3,WT,mPFF,F,pSyn,0,0,0,0
IM 102,614454277,3,right,Su3,Su3,WT,mPFF,F,pSyn,0,0,0,0
IM 104,614454277,3,right,Su3,Su3,WT,mPFF,F,pSyn,0,0,0,0
IM 71,614454277,3,right,Su3,Su3,WT,mPFF,M,pSyn,0.001855209,0,0.001855209,0
IM 98,614454277,3,right,Su3,Su3,WT,mPFF,M,pSyn,0,0,0,0
IM 100,502,3,right,SUB,SUB,WT,mPFF,M,pSyn,0.003319684,0,0.003319684,0
IM 101,502,3,right,SUB,SUB,WT,mPFF,F,pSyn,0,0,0,0
IM 102,502,3,right,SUB,SUB,WT,mPFF,F,pSyn,0.040432854,0.01599887,0.024433985,5.856908024
IM 103,502,3,right,SUB,SUB,WT,mPFF,F,pSyn,0,0,0,0
IM 104,502,3,right,SUB,SUB,WT,mPFF,F,pSyn,0.00381205,0,0.00381205,0
IM 66,502,3,right,SUB,SUB,WT,mPFF,F,pSyn,0.017106786,0,0.017106786,0
IM 67,502,3,right,SUB,SUB,WT,mPFF,F,pSyn,0,0,0,0
IM 69,502,3,right,SUB,SUB,WT,mPFF,M,pSyn,0.000298477,0,0.000298477,0
IM 71,502,3,right,SUB,SUB,WT,mPFF,M,pSyn,0.001552933,0,0.001552933,0
IM 72,502,3,right,SUB,SUB,WT,mPFF,M,pSyn,0.005301709,0,0.005301709,0
IM 98,502,3,right,SUB,SUB,WT,mPFF,M,pSyn,0.074180893,0.032734291,0.041446603,6.346622257
IM 99,502,3,right,SUB,SUB,WT,mPFF,M,pSyn,0.005461775,0,0.005461775,0
IM 103,321,3,right,SubG,SubG,WT,mPFF,F,pSyn,0,0,0,0
IM 67,321,3,right,SubG,SubG,WT,mPFF,F,pSyn,0,0,0,0
IM 99,321,3,right,SubG,SubG,WT,mPFF,M,pSyn,0,0,0,0
IM 100,525,3,right,SUM,SUM,WT,mPFF,M,pSyn,0,0,0,0
IM 101,525,3,right,SUM,SUM,WT,mPFF,F,pSyn,0,0,0,0
IM 102,525,3,right,SUM,SUM,WT,mPFF,F,pSyn,0,0,0,0
IM 103,525,3,right,SUM,SUM,WT,mPFF,F,pSyn,0,0,0,0
IM 104,525,3,right,SUM,SUM,WT,mPFF,F,pSyn,0.000142495,0,0.000142495,0
IM 66,525,3,right,SUM,SUM,WT,mPFF,F,pSyn,0.01050204,0,0.01050204,0
IM 67,525,3,right,SUM,SUM,WT,mPFF,F,pSyn,0,0,0,0
IM 69,525,3,right,SUM,SUM,WT,mPFF,M,pSyn,0,0,0,0
IM 71,525,3,right,SUM,SUM,WT,mPFF,M,pSyn,0.000126753,0,0.000126753,0
IM 72,525,3,right,SUM,SUM,WT,mPFF,M,pSyn,0,0,0,0
IM 98,525,3,right,SUM,SUM,WT,mPFF,M,pSyn,0.000275853,0,0.000275853,0
IM 99,525,3,right,SUM,SUM,WT,mPFF,M,pSyn,0,0,0,0
IM 100,349,3,right,sup,sup,WT,mPFF,M,pSyn,0.003056011,0,0.003056011,0
IM 101,349,3,right,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM 102,349,3,right,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM 103,349,3,right,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM 104,349,3,right,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM 66,349,3,right,sup,sup,WT,mPFF,F,pSyn,0,0,0,0
IM 67,349,3,right,sup,sup,WT,mPFF,F,pSyn,0.023012952,0,0.023012952,0
IM 69,349,3,right,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM 71,349,3,right,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM 72,349,3,right,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM 98,349,3,right,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM 99,349,3,right,sup,sup,WT,mPFF,M,pSyn,0,0,0,0
IM 103,534,3,right,SUT,SUT,WT,mPFF,F,pSyn,0,0,0,0
IM 67,534,3,right,SUT,SUT,WT,mPFF,F,pSyn,0,0,0,0
IM 100,229,3,right,sV,sV,WT,mPFF,M,pSyn,0,0,0,0
IM 101,229,3,right,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM 102,229,3,right,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM 103,229,3,right,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM 104,229,3,right,sV,sV,WT,mPFF,F,pSyn,0.000341836,0,0.000341836,0
IM 66,229,3,right,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM 67,229,3,right,sV,sV,WT,mPFF,F,pSyn,0,0,0,0
IM 69,229,3,right,sV,sV,WT,mPFF,M,pSyn,0,0,0,0
IM 72,229,3,right,sV,sV,WT,mPFF,M,pSyn,0,0,0,0
IM 98,229,3,right,sV,sV,WT,mPFF,M,pSyn,2.80E-05,0,2.80E-05,0
IM 99,229,3,right,sV,sV,WT,mPFF,M,pSyn,0,0,0,0
IM 103,841,3,right,tb,tb,WT,mPFF,F,pSyn,0,0,0,0
IM 67,841,3,right,tb,tb,WT,mPFF,F,pSyn,0,0,0,0
IM 69,841,3,right,tb,tb,WT,mPFF,M,pSyn,0,0,0,0
IM 99,841,3,right,tb,tb,WT,mPFF,M,pSyn,0,0,0,0
IM 100,"c(729, 234, 97, 786, 1127, 289)",3,right,TEa,"c(""TEa6a"", ""TEa4"", ""TEa1"", ""TEa6b"", ""TEa2/3"", ""TEa5"")",WT,mPFF,M,pSyn,0.11917484,0,0.11917484,0
IM 101,"c(289, 729, 786, 234, 97, 1127)",3,right,TEa,"c(""TEa5"", ""TEa6a"", ""TEa6b"", ""TEa4"", ""TEa1"", ""TEa2/3"")",WT,mPFF,F,pSyn,0.311819183,0.076286252,0.235532928,20.08648591
IM 102,"c(234, 289, 786, 729, 1127, 97)",3,right,TEa,"c(""TEa4"", ""TEa5"", ""TEa6b"", ""TEa6a"", ""TEa2/3"", ""TEa1"")",WT,mPFF,F,pSyn,0.376906193,0.071468695,0.305437499,13.86367428
IM 103,"c(289, 1127, 729, 97, 786, 234)",3,right,TEa,"c(""TEa5"", ""TEa2/3"", ""TEa6a"", ""TEa1"", ""TEa6b"", ""TEa4"")",WT,mPFF,F,pSyn,0.47156407,0.183510079,0.28805399,37.08672626
IM 104,"c(786, 1127, 234, 289, 729, 97)",3,right,TEa,"c(""TEa6b"", ""TEa2/3"", ""TEa4"", ""TEa5"", ""TEa6a"", ""TEa1"")",WT,mPFF,F,pSyn,0.508368158,0.121931774,0.386436386,26.30093798
IM 66,"c(729, 234, 1127, 786, 97, 289)",3,right,TEa,"c(""TEa6a"", ""TEa4"", ""TEa2/3"", ""TEa6b"", ""TEa1"", ""TEa5"")",WT,mPFF,F,pSyn,0.343941799,0.139733035,0.204208763,29.50441218
IM 67,"c(97, 234, 1127, 786, 289, 729)",3,right,TEa,"c(""TEa1"", ""TEa4"", ""TEa2/3"", ""TEa6b"", ""TEa5"", ""TEa6a"")",WT,mPFF,F,pSyn,0.155707837,0.024225567,0.131482269,11.48979165
IM 69,"c(1127, 729, 234, 289, 786, 97)",3,right,TEa,"c(""TEa2/3"", ""TEa6a"", ""TEa4"", ""TEa5"", ""TEa6b"", ""TEa1"")",WT,mPFF,M,pSyn,0.324112638,0.108323816,0.215788821,30.25110663
IM 71,"c(97, 234, 1127, 729, 786, 289)",3,right,TEa,"c(""TEa1"", ""TEa4"", ""TEa2/3"", ""TEa6a"", ""TEa6b"", ""TEa5"")",WT,mPFF,M,pSyn,0.215577319,0.067092055,0.148485264,19.05183802
IM 72,"c(729, 786, 289, 234, 1127, 97)",3,right,TEa,"c(""TEa6a"", ""TEa6b"", ""TEa5"", ""TEa4"", ""TEa2/3"", ""TEa1"")",WT,mPFF,M,pSyn,0.339499026,0.107952599,0.231546427,25.55614522
IM 98,"c(97, 289, 234, 1127, 729, 786)",3,right,TEa,"c(""TEa1"", ""TEa5"", ""TEa4"", ""TEa2/3"", ""TEa6a"", ""TEa6b"")",WT,mPFF,M,pSyn,0.466384071,0.10268691,0.363697162,27.80521321
IM 99,"c(1127, 729, 97, 289, 234, 786)",3,right,TEa,"c(""TEa2/3"", ""TEa6a"", ""TEa1"", ""TEa5"", ""TEa4"", ""TEa6b"")",WT,mPFF,M,pSyn,0.29592739,0.098719733,0.197207656,20.95965129
IM 100,549,3,right,TH,TH,WT,mPFF,M,pSyn,0.00156355,0,0.00156355,0
IM 101,549,3,right,TH,TH,WT,mPFF,F,pSyn,0.001673063,0,0.001673063,0
IM 102,549,3,right,TH,TH,WT,mPFF,F,pSyn,0.002101894,0,0.002101894,0
IM 103,549,3,right,TH,TH,WT,mPFF,F,pSyn,0.009799226,0,0.009799226,0
IM 104,549,3,right,TH,TH,WT,mPFF,F,pSyn,3.79E-05,0,3.79E-05,0
IM 66,549,3,right,TH,TH,WT,mPFF,F,pSyn,0.000161773,0,0.000161773,0
IM 67,549,3,right,TH,TH,WT,mPFF,F,pSyn,0.002297275,0,0.002297275,0
IM 69,549,3,right,TH,TH,WT,mPFF,M,pSyn,0.000758013,0,0.000758013,0
IM 71,549,3,right,TH,TH,WT,mPFF,M,pSyn,0.000323714,0,0.000323714,0
IM 72,549,3,right,TH,TH,WT,mPFF,M,pSyn,0.013804125,0.004863775,0.00894035,2.362050495
IM 98,549,3,right,TH,TH,WT,mPFF,M,pSyn,0.006679369,0,0.006679369,0
IM 99,549,3,right,TH,TH,WT,mPFF,M,pSyn,8.23E-05,0,8.23E-05,0
IM 103,1,3,right,TM,TMv,WT,mPFF,F,pSyn,0,0,0,0
IM 67,1,3,right,TM,TMv,WT,mPFF,F,pSyn,0.010845501,0,0.010845501,0
IM 98,1,3,right,TM,TMv,WT,mPFF,M,pSyn,0,0,0,0
IM 100,566,3,right,TR,TR,WT,mPFF,M,pSyn,0.39778115,0,0.39778115,0
IM 101,566,3,right,TR,TR,WT,mPFF,F,pSyn,0.107260687,0.055562162,0.051698523,6.182925136
IM 102,566,3,right,TR,TR,WT,mPFF,F,pSyn,0.065486499,0.025128026,0.040358475,7.594083506
IM 103,566,3,right,TR,TR,WT,mPFF,F,pSyn,0.295841146,0.075548196,0.220292949,18.78997824
IM 104,566,3,right,TR,TR,WT,mPFF,F,pSyn,0.141946901,0.024688381,0.117258521,3.791989208
IM 66,566,3,right,TR,TR,WT,mPFF,F,pSyn,0.067868875,0,0.067868875,0
IM 67,566,3,right,TR,TR,WT,mPFF,F,pSyn,0.039109296,0.010346783,0.028762513,3.243637594
IM 69,566,3,right,TR,TR,WT,mPFF,M,pSyn,0.273780501,0.11561962,0.158160882,20.6427599
IM 71,566,3,right,TR,TR,WT,mPFF,M,pSyn,0.056865306,0.03271128,0.024154026,2.713000563
IM 72,566,3,right,TR,TR,WT,mPFF,M,pSyn,0.280201718,0.166191831,0.114009887,25.86495856
IM 98,566,3,right,TR,TR,WT,mPFF,M,pSyn,0.599141875,0.413471284,0.185670605,55.96164242
IM 99,566,3,right,TR,TR,WT,mPFF,M,pSyn,0.22267605,0.077286525,0.145389524,14.4215484
IM 100,574,3,right,TRN,TRN,WT,mPFF,M,pSyn,0,0,0,0
IM 101,574,3,right,TRN,TRN,WT,mPFF,F,pSyn,0,0,0,0
IM 102,574,3,right,TRN,TRN,WT,mPFF,F,pSyn,0.003969727,0,0.003969727,0
IM 103,574,3,right,TRN,TRN,WT,mPFF,F,pSyn,0,0,0,0
IM 104,574,3,right,TRN,TRN,WT,mPFF,F,pSyn,0,0,0,0
IM 66,574,3,right,TRN,TRN,WT,mPFF,F,pSyn,0,0,0,0
IM 67,574,3,right,TRN,TRN,WT,mPFF,F,pSyn,0,0,0,0
IM 69,574,3,right,TRN,TRN,WT,mPFF,M,pSyn,0,0,0,0
IM 71,574,3,right,TRN,TRN,WT,mPFF,M,pSyn,0,0,0,0
IM 72,574,3,right,TRN,TRN,WT,mPFF,M,pSyn,0.000167264,0,0.000167264,0
IM 98,574,3,right,TRN,TRN,WT,mPFF,M,pSyn,8.67E-05,0,8.67E-05,0
IM 99,574,3,right,TRN,TRN,WT,mPFF,M,pSyn,0,0,0,0
IM 100,1043,3,right,tspc,tspc,WT,mPFF,M,pSyn,0,0,0,0
IM 101,1043,3,right,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM 102,1043,3,right,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM 103,1043,3,right,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM 104,1043,3,right,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM 66,1043,3,right,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM 67,1043,3,right,tspc,tspc,WT,mPFF,F,pSyn,0,0,0,0
IM 69,1043,3,right,tspc,tspc,WT,mPFF,M,pSyn,0,0,0,0
IM 71,1043,3,right,tspc,tspc,WT,mPFF,M,pSyn,0.003665982,0,0.003665982,0
IM 72,1043,3,right,tspc,tspc,WT,mPFF,M,pSyn,0,0,0,0
IM 98,1043,3,right,tspc,tspc,WT,mPFF,M,pSyn,0,0,0,0
IM 99,1043,3,right,tspc,tspc,WT,mPFF,M,pSyn,0,0,0,0
IM 100,"c(605, 597)",3,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,M,pSyn,0.018734674,0,0.018734674,0
IM 101,"c(597, 605)",3,right,TT,"c(""TTd"", ""TTv"")",WT,mPFF,F,pSyn,0.010908621,0,0.010908621,0
IM 102,"c(605, 597)",3,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,F,pSyn,0.003807359,0,0.003807359,0
IM 103,"c(597, 605)",3,right,TT,"c(""TTd"", ""TTv"")",WT,mPFF,F,pSyn,0.004513974,0,0.004513974,0
IM 104,"c(605, 597)",3,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,F,pSyn,0.008400433,0,0.008400433,0
IM 66,"c(605, 597)",3,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,F,pSyn,0.019786184,0.013447104,0.00633908,1.575692275
IM 67,"c(605, 597)",3,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,F,pSyn,0.001304111,0,0.001304111,0
IM 69,"c(605, 597)",3,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,M,pSyn,0.007454405,0,0.007454405,0
IM 71,605,3,right,TT,TTv,WT,mPFF,M,pSyn,4.99E-05,0,4.99E-05,0
IM 72,605,3,right,TT,TTv,WT,mPFF,M,pSyn,0.000202684,0,0.000202684,0
IM 98,"c(605, 597)",3,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,M,pSyn,0.01024212,0,0.01024212,0
IM 99,"c(605, 597)",3,right,TT,"c(""TTv"", ""TTd"")",WT,mPFF,M,pSyn,0.050020005,0.012028951,0.037991053,5.853034451
IM 100,614,3,right,TU,TU,WT,mPFF,M,pSyn,0.003938534,0,0.003938534,0
IM 101,614,3,right,TU,TU,WT,mPFF,F,pSyn,0.000460729,0,0.000460729,0
IM 102,614,3,right,TU,TU,WT,mPFF,F,pSyn,0,0,0,0
IM 103,614,3,right,TU,TU,WT,mPFF,F,pSyn,0,0,0,0
IM 104,614,3,right,TU,TU,WT,mPFF,F,pSyn,0.000283949,0,0.000283949,0
IM 66,614,3,right,TU,TU,WT,mPFF,F,pSyn,0.009395919,0,0.009395919,0
IM 67,614,3,right,TU,TU,WT,mPFF,F,pSyn,0,0,0,0
IM 69,614,3,right,TU,TU,WT,mPFF,M,pSyn,0.002325962,0,0.002325962,0
IM 71,614,3,right,TU,TU,WT,mPFF,M,pSyn,0.002763243,0,0.002763243,0
IM 72,614,3,right,TU,TU,WT,mPFF,M,pSyn,7.57E-05,0,7.57E-05,0
IM 98,614,3,right,TU,TU,WT,mPFF,M,pSyn,0.021844223,0,0.021844223,0
IM 99,614,3,right,TU,TU,WT,mPFF,M,pSyn,0.000588715,0,0.000588715,0
